id,gender,age,hypertension,heart_disease,ever_married,work_type,Residence_type,avg_glucose_level,bmi,smoking_status,Country,dob,full_name,ssn
21053,Male,47,1,0,Yes,Govt_job,Rural,226.72,27.6,formerly smoked,US,1972-07-09,Alma Reardon,486417357
37718,Female,66,0,0,No,Govt_job,Urban,106.79,32.9,never smoked,US,1953-07-05,Bridgett Lopez,484111531
11287,Female,8,0,0,No,children,Rural,76.96,19.6,,US,2011-02-10,Alma Cecil,020940592
18803,Female,6,0,0,No,children,Rural,93.42,14.9,,US,2012-12-08,Hazel Parizo,019522344
6803,Male,62,0,0,Yes,Self-employed,Rural,91.77,31.5,formerly smoked,US,1957-08-29,Glenda Beebe,473749535
13647,Female,16,0,0,No,Private,Urban,86.19,23.3,,US,2003-05-05,Vicente Wester,272188295
70305,Female,49,0,0,Yes,Private,Rural,144.67,32.1,,US,1969-12-22,Joshua Gandee,247182954
37604,Male,57,0,0,Yes,Private,Urban,201.8,26.1,never smoked,US,1962-07-17,Stephen Crawford,955219973
33050,Female,17,0,0,No,Private,Rural,102,33.3,never smoked,US,2001-10-26,Robert Robbins,360640425
15317,Female,48,0,0,Yes,Private,Rural,70.35,20.3,,US,1971-08-04,Thelma Frerichs,265622039
38004,Male,81,0,0,Yes,Private,Rural,56.75,28.6,,US,1938-02-17,Carolyn Pinneo,462052488
71948,Female,19,0,0,No,Never_worked,Urban,117.75,27,,US,2000-02-24,Peter Harris,407553013
49404,Male,18,0,0,No,Private,Urban,59.06,21.8,never smoked,US,2000-12-17,James Kelly,201910559
28706,Female,72,0,0,Yes,Private,Rural,220.54,31.2,formerly smoked,US,1947-03-23,Melva Bailey,904107310
12540,Female,50,0,0,Yes,Private,Rural,101.09,29,never smoked,US,1969-02-02,Thomas Sharp,157675617
34784,Female,3,0,0,No,children,Rural,76.7,19.9,,US,2016-08-05,Maurice Soto,083241245
35733,Female,71,0,0,Yes,Private,Rural,80.88,21.3,never smoked,US,1948-06-28,Bonnie Wilson,283679548
26490,Female,60,0,0,Yes,Self-employed,Urban,79.89,28.1,,US,1959-01-27,Stephen Wilkinson,696861294
1739,Female,54,0,0,No,Private,Urban,241.1,32,never smoked,US,1964-12-12,Dean Folkers,804079198
62346,Female,31,0,0,No,Private,Urban,106.81,26.6,never smoked,US,1988-01-12,Donald Belgarde,013713995
62498,Female,32,0,0,No,Self-employed,Rural,65.67,29.7,never smoked,US,1987-08-23,Mark Heflin,250362773
41192,Male,75,0,1,Yes,Private,Urban,81.3,,formerly smoked,US,1944-06-06,Terry Pearce,406271403
73,Female,30,0,0,No,Private,Rural,89.43,29.8,never smoked,US,1989-10-07,Margaret Downs,944376616
56376,Male,64,0,0,No,Self-employed,Rural,196.86,50.2,,US,1955-10-09,Avery Penza,212970011
49816,Male,19,0,0,No,Private,Rural,65.72,29.5,formerly smoked,US,2000-04-28,James May,797412225
65425,Female,50,0,0,Yes,Private,Urban,67.86,26.4,never smoked,US,1969-01-20,Hayley Townes,926798961
37426,Male,69,0,0,Yes,Self-employed,Rural,72.54,22.7,,US,1949-11-29,Verdie Montgomery,158780286
60347,Male,53,1,0,Yes,Private,Rural,225.04,46.3,never smoked,US,1966-04-25,Amanda Yung,959731976
64690,Female,63,0,0,Yes,Govt_job,Urban,144.42,30,smokes,US,1956-08-26,Gladys Fulcher,402896058
22393,Female,49,0,0,Yes,Private,Urban,87.26,32.7,formerly smoked,US,1970-10-09,Jeanette Holmes,859953364
28222,Female,74,0,0,Yes,Private,Urban,79.52,30.2,never smoked,US,1945-09-15,Sean Mackey,452582442
37747,Male,47,0,0,Yes,Govt_job,Rural,97.21,33.8,,US,1972-09-24,Annette Keeney,677151402
28269,Female,63,0,0,Yes,Private,Rural,119.24,25.1,,US,1956-03-23,Jason Wolchesky,364536309
62407,Female,55,0,0,Yes,Self-employed,Rural,186.71,32.2,never smoked,US,1963-12-18,Carl Battey,449634926
57445,Female,73,0,0,Yes,Self-employed,Rural,106.08,38.7,never smoked,US,1945-11-24,James Moore,480197270
36563,Male,18,0,0,No,Private,Rural,73.09,21.1,,US,2001-09-13,Kristin Bridges,154575010
66050,Male,10,0,0,No,children,Rural,154.76,29.1,,US,2009-01-28,Christine Durham,835043262
26341,Male,5,0,0,No,children,Rural,95.61,17.5,,US,2014-05-09,Barbara Casey,996080287
31432,Female,13,0,0,No,children,Rural,85.23,17.5,never smoked,US,2006-08-25,Mark Lynch,290736100
8993,Female,4,0,0,No,children,Urban,108.34,15,,US,2015-07-03,Timothy Mccartney,984266853
42508,Female,47,0,0,Yes,Private,Rural,64.06,45.8,,US,1972-06-19,Mark Sanders,750941013
2283,Male,27,0,0,No,Private,Rural,112.68,,,US,1991-10-13,Marie Mcconkey,690693467
21488,Female,76,0,0,Yes,Self-employed,Rural,215.46,25.8,formerly smoked,US,1943-02-28,Ellen Pentek,732501330
3706,Female,61,0,0,Yes,Private,Urban,101.26,20,never smoked,US,1958-01-09,Thomas Shay,849874943
5383,Female,5,0,0,No,children,Rural,79.16,24.6,,US,2013-11-13,Wanita Parker,775524458
3671,Male,8,0,0,No,children,Urban,103.2,16.6,,US,2011-07-26,Charles Jacobs,160472972
61768,Male,5,0,0,No,children,Rural,77.09,13.7,,US,2014-09-16,Dorothy Merchant,818589894
70810,Female,56,0,0,Yes,Private,Urban,68.16,30.5,,US,1963-09-29,Patricia Gray,428854903
41571,Male,8,0,0,No,children,Urban,74.58,18,,US,2011-03-14,Ernest Wittke,858970465
35865,Female,52,0,0,Yes,Private,Rural,220.23,25.6,never smoked,US,1966-10-18,Nicholas Tuten,436737844
24626,Female,64,0,0,Yes,Private,Rural,211.16,29.8,never smoked,US,1954-11-03,Brenda Gainer,109196521
71108,Female,64,0,0,Yes,Private,Urban,210.72,44.9,formerly smoked,US,1954-11-19,Janine Adams,983182397
35040,Female,10,0,0,No,children,Urban,88.31,28.9,,US,2009-08-13,Patrick Downey,664486907
59188,Male,67,1,1,Yes,Private,Rural,194.01,31.3,formerly smoked,US,1952-10-01,Laura Thompson,406192161
34096,Male,8,0,0,No,children,Rural,97.55,19.7,,US,2011-09-30,Lisa Jones,252777649
50580,Male,71,0,0,Yes,Govt_job,Rural,193.19,30.5,never smoked,US,1948-02-08,Paul Hoganson,886757576
62002,Male,18,0,0,No,Private,Urban,74,32.5,formerly smoked,US,2001-02-17,Pedro Nunez,489565786
61547,Male,73,1,0,Yes,Self-employed,Rural,109.21,31.7,never smoked,US,1946-01-29,Harold Cole,270193732
30208,Female,20,0,0,No,Private,Urban,116.7,22.8,smokes,US,1999-03-29,Brian Murrah,888082735
61961,Male,42,0,0,Yes,Govt_job,Urban,80.86,23.9,smokes,US,1976-12-30,James Hawkins,158515857
11215,Female,25,0,0,Yes,Private,Rural,83.28,36.9,never smoked,US,1994-09-28,James Moore,301242649
54307,Female,28,0,0,No,Private,Rural,102.79,39,never smoked,US,1991-06-28,Jose Tao,627347441
49142,Female,50,1,0,Yes,Private,Urban,60.29,24,never smoked,US,1969-01-14,Curtis Porter,009443857
51778,Male,44,0,0,Yes,Govt_job,Urban,149.22,28.5,smokes,US,1974-11-21,Jerry Veach,801659030
41114,Female,14,0,0,No,children,Rural,62.88,34,smokes,US,2005-04-04,Carmen Gaddis,579859767
13438,Female,58,1,0,Yes,Private,Rural,194.97,46.5,never smoked,US,1960-11-02,Bradford Esterly,793606054
23793,Female,52,1,0,Yes,Private,Urban,89.05,36.7,never smoked,US,1966-11-13,Adrian Silva,840211092
2931,Female,19,0,0,No,Private,Urban,81.97,29,never smoked,US,1999-11-04,Tiffany French,500432862
26426,Female,25,0,0,No,Self-employed,Urban,104.69,20.4,smokes,US,1993-10-18,Anthony Staelens,098243655
42110,Female,3,0,0,No,children,Rural,162.11,18.5,,US,2016-08-01,Vernon Williams,452916014
61419,Female,57,0,0,Yes,Govt_job,Rural,221.92,32.2,smokes,US,1962-02-16,Leslie Mason,865640150
41178,Male,57,0,0,Yes,Govt_job,Urban,83.7,37.7,formerly smoked,US,1962-05-21,Lloyd Godbey,982807534
54482,Male,8,0,0,No,children,Urban,115.58,22.9,,US,2011-04-05,Victoria Fields,871644856
43665,Female,66,0,0,Yes,Govt_job,Urban,143.81,24.6,never smoked,US,1953-06-16,Miranda Cross,461309286
44881,Female,33,0,0,No,Private,Rural,58.18,22.3,never smoked,US,1986-06-04,William Wood,749730043
18160,Male,40,0,0,No,Private,Urban,80.55,33.7,,US,1979-05-21,James Senteno,067262087
18254,Female,54,0,0,Yes,Self-employed,Rural,121.12,35.7,never smoked,US,1965-07-12,Mary Prosper,385466049
13680,Female,80,0,0,Yes,Self-employed,Urban,96.3,24.3,never smoked,US,1939-04-14,Carole Gomez,324689497
16499,Male,2,0,0,No,children,Urban,82.24,22.5,,US,2017-09-30,Edward Okafor,123219789
40525,Female,40,0,0,Yes,Govt_job,Urban,64.7,29.9,never smoked,US,1979-01-05,Donald Tovar,807029667
21736,Male,45,1,0,Yes,Govt_job,Rural,212.6,39.4,formerly smoked,US,1974-07-18,Donna Todd,822273307
15711,Female,52,0,0,Yes,Govt_job,Urban,91.92,,smokes,US,1967-04-26,Kathleen Rowell,918319831
62424,Male,44,1,1,Yes,Private,Urban,224.16,39.9,smokes,US,1974-10-30,David Boatman,762359048
54572,Male,64,0,0,Yes,Private,Rural,117.97,32,formerly smoked,US,1954-11-08,Kevin Strassburg,876318048
61615,Male,81,0,1,Yes,Private,Rural,138.82,27.9,formerly smoked,US,1938-06-22,Mario Ohmen,198184553
33842,Male,52,1,0,Yes,Govt_job,Urban,105.03,,smokes,US,1967-01-31,Bruce Rodriguez,599043799
68387,Female,67,0,0,Yes,Self-employed,Urban,55.11,23,smokes,US,1952-01-07,Monica Perez,006291801
50337,Female,28,0,0,No,Private,Urban,126.67,28.2,never smoked,US,1991-01-02,Jeremy Gonzalez,523285959
21329,Male,4,0,0,No,children,Rural,74.41,15.8,,US,2015-07-24,Jenny Gale,753057279
69469,Female,60,0,0,Yes,Self-employed,Rural,74.88,33,never smoked,US,1959-02-10,Patrick Arce,147578685
21985,Male,82,0,1,Yes,Self-employed,Urban,85.28,26.8,never smoked,US,1937-06-01,Thomas Garcia,386066260
65364,Female,41,0,0,Yes,Private,Rural,65.47,22.1,never smoked,US,1978-04-03,Isobel Burnell,301221452
52955,Female,82,0,0,Yes,Self-employed,Rural,65.33,29.5,never smoked,US,1937-03-21,Kevin Winters,130837259
56947,Female,28,0,0,No,Private,Rural,104.5,26,,US,1991-03-01,Pierre Calderon,663582283
13770,Male,16,0,0,No,Self-employed,Urban,76.36,21.3,never smoked,US,2002-12-20,David Marshall,083714162
43378,Female,74,0,0,Yes,Self-employed,Rural,128.73,27.9,never smoked,US,1945-10-08,Claude Brock,735110457
57455,Male,65,1,0,Yes,Private,Rural,198.35,27.2,smokes,US,1953-11-16,Alisa Seacat,973626310
35751,Male,81,0,0,Yes,Self-employed,Urban,102.44,21.7,never smoked,US,1938-01-05,Robert Gallagher,835884291
32569,Female,58,0,0,Yes,Private,Rural,90.56,38.8,smokes,US,1960-11-12,Ben Beasley,696569851
53545,Female,72,0,1,Yes,Private,Rural,190.41,27.3,never smoked,US,1947-10-16,Garrett Waitman,736224732
57742,Male,62,1,0,Yes,Private,Urban,110.64,25.1,formerly smoked,US,1957-10-08,Marie Mclean,646283360
6734,Female,78,0,0,Yes,Private,Urban,83.93,30,formerly smoked,US,1941-04-10,Barbara Hargrove,451710660
55417,Male,1.48,0,0,No,children,Urban,57.94,20.3,,US,2018-07-25,Tara Verstraete,794584115
63258,Female,17,0,0,No,Private,Urban,125.2,21.2,never smoked,US,2001-10-17,Lucio Mandujano,793137862
31619,Male,48,0,0,Yes,Private,Urban,88.56,31.5,,US,1971-09-27,Tammy Gutierrez,735419535
46687,Female,28,0,0,No,Private,Urban,73.55,37.4,never smoked,US,1991-04-01,Tracy Mclean,854792447
29068,Male,43,0,0,Yes,Private,Rural,94.83,21.1,never smoked,US,1976-07-08,Michael Hartley,408091777
6148,Female,7,0,0,No,children,Urban,73.51,17,,US,2012-03-09,Morgan Bossert,600488252
66467,Male,61,1,0,Yes,Self-employed,Rural,187.71,31.7,never smoked,US,1958-01-14,Theodore Jacobs,029137217
51749,Female,42,0,0,Yes,Self-employed,Urban,105.42,25.1,never smoked,US,1977-06-26,Santa Kiper,866421057
6093,Male,42,0,1,Yes,Private,Rural,109.39,39.9,smokes,US,1977-10-15,Edith Lamy,757478692
66459,Male,78,0,0,Yes,Private,Rural,125.82,27.9,,US,1941-02-24,Elizabeth Simms,387354832
46704,Female,39,0,0,Yes,Govt_job,Urban,102.71,19.5,never smoked,US,1980-09-19,Pamela Carrillo,818898656
16640,Male,9,0,0,No,children,Urban,105.57,23.9,,US,2010-06-09,Margaret Davis,248995153
61635,Female,60,0,0,Yes,Self-employed,Urban,67.64,42.8,never smoked,US,1959-08-06,David Hardison,684733648
4697,Male,18,0,0,No,Private,Urban,83.9,19.4,,US,2000-11-21,Keith Hart,889751141
32598,Female,49,0,0,Yes,Private,Rural,98.91,60.4,never smoked,US,1970-08-13,Fred Evans,219337510
63870,Female,73,0,0,Yes,Self-employed,Rural,130.16,20.3,,US,1945-11-20,Linda Greenfield,239332802
27751,Female,30,0,0,No,Private,Urban,83.5,28.4,never smoked,US,1989-09-30,Helen Mccauley,701794147
8806,Female,23,0,0,No,Private,Urban,67.89,32.9,never smoked,US,1996-04-04,Stefanie Hamilton,931628097
48671,Female,61,0,0,Yes,Private,Urban,80.28,37.4,never smoked,US,1958-02-17,Clarence Vanhoose,485204540
50163,Female,35,0,0,Yes,Private,Urban,120.66,21.7,smokes,US,1984-09-01,Daniel Stafford,201409100
11893,Female,52,0,0,Yes,Govt_job,Rural,217.92,32.4,never smoked,US,1967-01-10,Heidi Pendergrass,025094938
54836,Female,23,0,0,Yes,Private,Rural,142.37,27.8,never smoked,US,1996-01-05,Kathey Johnson,540221308
27630,Female,77,0,0,Yes,Self-employed,Urban,95.15,28,never smoked,US,1942-08-19,Valentine Luce,934440693
55125,Male,17,0,0,No,Private,Rural,162.85,23,never smoked,US,2002-09-15,Eddie Lenhardt,808021084
66156,Female,56,1,1,Yes,Private,Urban,193.51,37.1,,US,1963-07-24,Dennis Flick,504700132
70446,Male,66,0,0,Yes,Private,Urban,225.12,31.8,never smoked,US,1952-11-28,Beatrice Hedger,224300089
13381,Male,9,0,0,No,children,Rural,91.57,15.4,,US,2010-06-13,Henry Leal,753295416
71572,Female,73,0,0,Yes,Self-employed,Urban,88.27,29.2,formerly smoked,US,1946-05-02,Rick Wohlenhaus,028475288
63117,Male,19,0,0,No,Private,Urban,72.97,25.2,never smoked,US,1999-12-04,Betty Linder,044808158
67818,Female,43,0,0,Yes,Private,Rural,127.76,32.5,,US,1975-12-21,Jessica Buchanan,739064687
49363,Female,34,0,0,Yes,Private,Rural,145.41,34.4,formerly smoked,US,1985-09-08,Mamie Marshall,282803728
65855,Female,27,0,0,Yes,Private,Rural,59.14,25.3,smokes,US,1992-02-29,William Olivero,514898933
3556,Male,38,0,0,Yes,Private,Rural,74.36,27,never smoked,US,1981-03-03,Melissa Gussler,612144505
951,Female,41,0,0,Yes,Private,Urban,231.15,,never smoked,US,1977-11-04,Howard Greene,926541175
19015,Female,51,0,0,Yes,Private,Rural,111.71,23.3,formerly smoked,US,1968-07-09,Gary Rogers,591663775
16845,Male,81,0,0,Yes,Self-employed,Rural,98.47,26.2,formerly smoked,US,1938-04-04,Kim Paul,093061018
3638,Female,7,0,0,No,children,Rural,98.51,18.8,,US,2012-06-04,Ida Aguayo,580387952
41408,Female,39,0,0,Yes,Private,Rural,94.14,22,never smoked,US,1980-01-13,Ashley Tucker,808079985
17524,Male,59,0,0,Yes,Private,Urban,84.67,34.9,never smoked,US,1960-02-15,Thomas Wilson,654141440
25492,Male,21,0,0,No,Private,Urban,106.09,37.8,smokes,US,1998-09-14,Everett Copeland,004011458
18580,Female,19,0,0,No,Private,Rural,79.86,22.2,,US,2000-07-15,Joshua Birks,907115179
12130,Male,8,0,0,No,children,Urban,94.58,25.8,,US,2011-01-23,John Mason,529844547
37247,Female,19,0,0,No,Private,Urban,78.54,29.2,,US,2000-01-25,Frank King,351536721
58173,Male,12,0,0,No,children,Urban,165.06,22.4,,US,2007-01-24,Dennis Buckner,473179955
45832,Male,29,0,0,No,Private,Urban,57.32,24.2,never smoked,US,1990-05-15,Ramon Baker,967935122
71384,Female,43,0,0,Yes,Govt_job,Urban,55.39,21,never smoked,US,1976-03-08,Theodore Crocker,746191646
8053,Female,78,0,0,Yes,Self-employed,Rural,87.17,27.9,never smoked,US,1941-06-02,Robert Mapes,575365836
69215,Female,30,0,0,No,Private,Urban,65.14,22.3,never smoked,US,1989-08-28,Dale Rodriguez,153346524
48486,Male,73,0,0,Yes,Govt_job,Rural,91.59,33.6,formerly smoked,US,1946-08-25,Kenneth Peck,237738533
16769,Female,50,1,1,Yes,Private,Rural,94.3,,formerly smoked,US,1969-07-01,Hannah Foster,419962776
17735,Male,53,0,0,Yes,Self-employed,Urban,98.85,38.3,smokes,US,1965-11-29,Martha Schoonover,373860636
22301,Female,50,0,0,Yes,Private,Rural,73.41,22.2,never smoked,US,1969-03-19,Matthew Clark,185251959
52441,Female,8,0,0,No,children,Rural,57.6,22.1,,US,2011-01-10,Scott Onks,865202255
59943,Female,14,0,0,No,Never_worked,Rural,65.77,44.9,never smoked,US,2005-07-25,Eldon Weatherwax,345527800
41599,Male,13,0,0,No,children,Rural,56.25,21,never smoked,US,2005-12-24,Socorro Bittner,623994553
12051,Female,74,0,0,No,Private,Rural,72.96,29.5,formerly smoked,US,1945-01-30,Tobi Richardson,405699744
25990,Female,43,0,0,Yes,Private,Urban,93.43,54.9,,US,1976-07-10,Samuel Little,067340461
49724,Female,35,0,0,Yes,Private,Rural,77.93,32.7,never smoked,US,1984-08-26,John Haynes,697732386
67919,Female,53,1,0,Yes,Private,Rural,140.77,38.9,smokes,US,1966-05-17,Becky Mora,702922588
17445,Male,61,0,0,Yes,Govt_job,Urban,232.89,28,,US,1958-06-22,Lisa Cichon,867235744
10806,Female,28,0,0,No,Private,Urban,78.39,27.7,never smoked,US,1991-04-21,Aaron Simon,350320833
51519,Female,15,0,0,No,Private,Rural,166.81,26.2,never smoked,US,2004-03-16,Mary Zatorski,304847630
56516,Female,36,0,0,Yes,Govt_job,Rural,59.41,31.5,never smoked,US,1983-07-15,Carolyn Alfaro,257277348
54285,Female,60,0,0,No,Govt_job,Rural,58.22,28.8,formerly smoked,US,1959-07-15,Michael Vicini,287262464
10853,Female,78,0,0,Yes,Private,Urban,88.82,26.6,never smoked,US,1940-10-28,Ericka Velasquez,326754668
16576,Female,5,0,0,No,children,Rural,105.87,15.7,,US,2014-06-23,Maria Mannino,495574427
17384,Male,75,0,1,Yes,Self-employed,Rural,99.54,,formerly smoked,US,1944-07-06,Earl Rideau,604528417
67249,Male,54,0,0,Yes,Self-employed,Rural,141.22,30.8,never smoked,US,1965-01-28,Willie Stewart,302745281
3302,Male,62,1,1,Yes,Govt_job,Urban,81.6,33.5,never smoked,US,1956-12-01,Marjorie Arender,145016146
63437,Female,46,0,0,No,Govt_job,Rural,58.13,21.1,never smoked,US,1973-06-14,Perry Hollis,874742854
16451,Female,25,0,0,No,Private,Rural,85.22,26.1,never smoked,US,1994-03-24,Thomas Searcy,453365130
30906,Female,49,1,0,No,Govt_job,Rural,89.84,32.5,never smoked,US,1969-12-16,Johnny Roberts,282697830
69674,Female,47,0,1,Yes,Private,Rural,90.34,40.2,smokes,US,1972-09-10,Denise Clute,789940698
43472,Female,57,0,0,Yes,Self-employed,Rural,137.74,39.5,,US,1962-03-01,Robert Hager,302140264
35351,Male,31,0,0,No,Private,Urban,105.09,23.1,smokes,US,1988-06-03,Susan Lazzara,744011315
32695,Male,20,0,0,No,Private,Urban,123.63,26,,US,1999-01-24,Grace Bullock,161909348
5401,Female,13,0,0,No,children,Rural,68.68,26.4,,US,2006-07-13,Aurelio Iezzi,867051698
64316,Female,74,0,0,Yes,Private,Urban,85.1,41.5,smokes,US,1944-12-23,Susan Mathews,876583729
1601,Male,79,0,0,Yes,Private,Urban,69.44,28.3,,US,1939-11-23,George Potter,167610764
55639,Female,51,0,0,Yes,Govt_job,Rural,112.23,21.8,formerly smoked,US,1967-12-24,Bobby Thomas,560680850
21636,Female,69,0,0,Yes,Private,Urban,112.44,28.8,never smoked,US,1950-10-16,Lynne Coleson,545363700
14067,Female,80,0,0,Yes,Self-employed,Rural,83.6,19.3,,US,1939-02-06,Margaret Bohnet,916131624
20735,Female,21,0,0,No,Private,Urban,121.44,25.2,,US,1998-03-31,Jacob Contreras,051989445
66042,Female,16,0,0,No,Private,Rural,101.02,30.6,,US,2002-10-29,Aida Dietlin,659623142
45135,Female,45,0,0,No,Private,Urban,65.7,22,,US,1974-05-11,Matthew Kershaw,347708880
36982,Female,42,0,0,Yes,Private,Urban,91.62,24.8,never smoked,US,1977-03-23,Evangeline Rye,660441486
26633,Male,42,0,0,Yes,Private,Urban,239.7,27,smokes,US,1977-09-22,Stefan Reyes,799645593
3968,Female,80,0,0,Yes,Private,Urban,220.98,19.7,never smoked,US,1938-12-02,Douglas Jones,929536686
68009,Male,55,0,0,Yes,Private,Rural,98.54,26.9,smokes,US,1964-02-11,Helen Scott,278801764
36192,Male,56,0,0,Yes,Private,Urban,226.5,24,never smoked,US,1962-10-28,Mary Fiene,230996905
69186,Female,8,0,0,No,children,Urban,94.16,21.8,,US,2010-11-19,Kristen Applebee,680516947
53433,Female,37,0,0,Yes,Private,Rural,131.54,25,formerly smoked,US,1982-06-21,Branden Taylor,664294975
7640,Female,22,0,0,Yes,Private,Urban,71.61,23,never smoked,US,1997-06-06,Eric Molina,051826853
3398,Female,76,1,0,Yes,Self-employed,Urban,103.63,22.1,formerly smoked,US,1942-12-07,Carl Mcgowan,132024768
3571,Female,29,0,0,No,Govt_job,Rural,85.41,23.4,never smoked,US,1989-10-21,Odis Germany,253927417
15583,Female,17,0,0,No,Private,Rural,99.12,25.9,formerly smoked,US,2002-05-06,Donnie Leonard,059446254
2352,Male,82,0,0,Yes,Self-employed,Urban,89.97,,formerly smoked,US,1936-12-27,Jane Harcar,442217889
30619,Female,5,0,0,No,children,Rural,99.52,21.3,,US,2013-10-27,Alberta Stoops,364575349
59491,Female,40,0,0,Yes,Private,Rural,73.27,37.7,smokes,US,1979-08-26,Andres Hall,692898172
59545,Male,71,1,1,Yes,Private,Urban,220.79,29.5,never smoked,US,1948-02-07,Linda Oster,171597438
8373,Male,19,0,0,No,Private,Rural,97.97,22.3,smokes,US,2000-06-16,Patricia Sirwet,498564557
41345,Female,53,0,0,Yes,Govt_job,Urban,70.03,31.2,never smoked,US,1966-02-02,Billy David,716361582
40789,Male,82,1,0,Yes,Self-employed,Rural,68.05,27.5,never smoked,US,1937-07-22,Daniel Britt,121941576
62214,Female,81,0,0,Yes,Self-employed,Rural,102.76,30.7,never smoked,US,1938-08-14,Robert Fraser,481624594
1560,Female,43,0,0,Yes,Private,Rural,70.3,29.9,smokes,US,1976-05-10,Fannie Titus,988998893
30029,Female,5,0,0,No,children,Rural,79.23,13.1,,US,2013-11-12,Rebecca Ross,011229537
44294,Female,16,0,0,No,Private,Rural,127.26,19.6,never smoked,US,2003-04-22,Kay Hernandez,660433739
71405,Female,57,1,0,Yes,Self-employed,Rural,104.1,32.2,,US,1962-07-29,David Perez,594060723
55049,Female,50,1,0,Yes,Govt_job,Rural,128.26,30.5,never smoked,US,1969-08-18,Rosa Gillette,924269362
21693,Female,81,0,0,Yes,Private,Rural,201.73,20,formerly smoked,US,1937-11-27,Viviana Sanders,880384452
64714,Male,38,1,0,Yes,Self-employed,Rural,74.08,37.4,smokes,US,1981-08-28,Jeanette Martinez,392896308
4988,Male,67,0,0,Yes,Self-employed,Rural,85.35,,smokes,US,1952-07-12,Casey Cox,440803451
39752,Female,4,0,0,No,children,Rural,76.23,19.8,,US,2015-09-19,Elizabeth Rogers,382076840
28901,Male,24,0,0,Yes,Private,Rural,81.88,23.8,never smoked,US,1994-10-19,Mildred Micucci,986057959
12526,Female,47,0,0,Yes,Private,Rural,107.41,37.1,,US,1971-11-26,Lewis Bobo,716623631
68485,Female,51,1,0,Yes,Govt_job,Urban,64.61,29.3,formerly smoked,US,1968-10-10,Donald Dudenhoeffer,431194043
2055,Male,25,0,0,No,Private,Urban,79.62,26.9,never smoked,US,1994-08-31,Edwin Thompson,022834949
3866,Female,21,0,0,No,Private,Urban,86.35,23.4,,US,1998-08-16,Sandra Peyton,842390923
17553,Female,36,0,0,Yes,Private,Rural,104.33,21.7,formerly smoked,US,1983-05-12,Rachel Davis,799379538
23008,Female,42,0,0,Yes,Private,Urban,102.73,36.8,smokes,US,1977-10-14,Raymond Barbour,044981603
67723,Female,5,0,0,No,children,Rural,72.64,13.2,,US,2014-04-07,Rosie Brass,497790683
5003,Female,30,0,0,Yes,Private,Urban,74.64,27.2,,US,1989-01-14,Ervin Wells,650582578
25295,Male,54,0,0,Yes,Govt_job,Rural,240.36,32.9,never smoked,US,1965-01-15,Calvin Sullivan,449755499
46242,Female,60,0,0,Yes,Private,Urban,123.38,35,never smoked,US,1958-11-08,Calvin Nice,908428601
1284,Female,47,0,0,Yes,Private,Urban,221.33,38.6,smokes,US,1972-02-19,Donna Kelley,681063905
10688,Female,33,0,0,Yes,Private,Rural,94.62,37.9,smokes,US,1986-02-15,Betty Henry,165627283
69191,Male,2,0,0,No,children,Urban,57.53,17.2,,US,2017-02-17,Lori Collins,883189980
33950,Male,47,0,0,Yes,Private,Rural,74.6,30.1,formerly smoked,US,1972-04-02,Rafael Redding,186154584
47908,Female,47,0,0,Yes,Govt_job,Urban,190.79,55,formerly smoked,US,1972-05-21,Alicia Currie,647643422
67923,Female,8,0,0,No,children,Rural,83.35,33.1,,US,2011-05-15,Katie Trujillo,542507337
26065,Female,68,0,0,Yes,Self-employed,Rural,119.11,28,never smoked,US,1950-12-13,Diana Seda,132422149
35468,Male,55,0,0,Yes,Self-employed,Urban,89.75,27.1,never smoked,US,1964-08-16,Paula Bolin,688524350
47644,Male,78,0,0,Yes,Private,Rural,120.13,23.3,never smoked,US,1941-02-27,Henry Cha,017745827
28908,Female,28,0,0,No,Private,Rural,86.98,32.5,formerly smoked,US,1991-08-30,Danny Asher,367497716
28889,Male,74,0,0,Yes,Self-employed,Rural,70.56,26,never smoked,US,1945-02-05,Corrina Vojna,552681830
63613,Male,50,0,0,Yes,Private,Rural,77.36,23.1,never smoked,US,1969-04-04,Marjorie Brumit,333090110
56248,Female,2,0,0,No,children,Rural,73.91,19.7,,US,2016-11-04,Donald Torres,822517765
46842,Female,26,0,0,No,Private,Urban,178.16,37.5,never smoked,US,1993-08-07,Philip Lew,080126176
20281,Female,75,0,0,Yes,Self-employed,Urban,81.78,,smokes,US,1944-08-19,Jennifer Schultz,865336963
4711,Male,63,1,0,Yes,Private,Urban,83.03,,,US,1956-05-07,Carl Dick,172140962
51093,Female,42,0,0,Yes,Private,Urban,65.13,26.7,smokes,US,1977-04-09,Helen Read,158764392
26406,Female,82,0,0,No,Self-employed,Urban,90.41,28.7,never smoked,US,1937-07-04,Helen Newman,854839800
6481,Female,50,0,0,Yes,Private,Rural,81.69,26,never smoked,US,1969-05-06,Jessica Whisnant,005416651
28067,Female,28,1,0,No,Private,Urban,107.57,33.9,never smoked,US,1991-01-16,Rene Gates,171894851
30429,Male,64,0,1,Yes,Private,Rural,94.73,21.3,,US,1955-09-15,Walter Alford,101877210
15932,Male,47,1,0,Yes,Self-employed,Rural,126.93,48.2,formerly smoked,US,1972-06-23,Jim Jackson,227697636
71996,Male,34,0,0,No,Private,Urban,74.4,27.4,smokes,US,1985-08-11,Francis Pope,298550890
